date,client,platform,campaign,cost,imp,click,cv,budget_monthly,target_cpa
2025-11-19,E社,yahoo,【検索】車種,977,114,3,0,120000,10000
2025-11-19,E社,yahoo,【検索】未使用車,723,85,2,0,120000,10000
2025-11-19,E社,yahoo,【DSP】リターゲ,357,38,1,0,120000,10000
2025-11-19,E社,meta,【Instagram】リマケ,1172,698,7,0,100000,10000
2025-11-19,E社,meta,【Facebook】新規,846,538,5,0,100000,10000
2025-11-19,E社,meta,初売り企画,222,140,1,0,100000,10000
2025-11-19,E社,tiktok,UGC風業態訴求,431,378,3,0,30000,10000
2025-11-19,E社,tiktok,季節訴求,157,135,0,0,30000,10000
2025-11-19,F社,google,【PMAX】メイン,14510,2588,125,6,900000,7000
2025-11-19,F社,google,【SEM】ブランド,5589,970,37,2,900000,7000
2025-11-19,F社,google,【SEM】車種,6304,1147,42,1,900000,7000
2025-11-19,F社,google,【DSP】リターゲ,5014,912,49,0,900000,7000
2025-11-19,F社,google,【動画】月替わり,3576,604,31,0,900000,7000
2025-11-19,F社,yahoo,【検索】ブランド,2600,288,7,0,300000,7000
2025-11-19,F社,yahoo,【検索】車種,3449,377,11,1,300000,7000
2025-11-19,F社,yahoo,【検索】未使用車,3715,411,13,0,300000,7000
2025-11-19,F社,yahoo,【DSP】リターゲ,1610,182,4,0,300000,7000
2025-11-19,F社,meta,【Instagram】リマケ,4665,3061,37,1,250000,7000
2025-11-19,F社,meta,【Facebook】新規,2985,1657,21,0,250000,7000
2025-11-19,F社,meta,初売り企画,1055,646,8,1,250000,7000
2025-11-19,F社,tiktok,UGC風業態訴求,2128,1848,14,0,80000,7000
2025-11-19,F社,tiktok,季節訴求,740,679,4,0,80000,7000
2025-11-19,G社,google,【PMAX】メイン,18129,3081,123,6,1100000,5500
2025-11-19,G社,google,【SEM】ブランド,7772,1319,70,2,1100000,5500
2025-11-19,G社,google,【SEM】車種,8282,1573,71,2,1100000,5500
2025-11-19,G社,google,【DSP】リターゲ,5942,1152,59,0,1100000,5500
2025-11-19,G社,google,【動画】月替わり,5274,989,40,0,1100000,5500
2025-11-19,G社,yahoo,【検索】ブランド,2897,365,9,1,350000,5500
2025-11-19,G社,yahoo,【検索】車種,5479,714,21,1,350000,5500
2025-11-19,G社,yahoo,【検索】未使用車,4303,482,11,1,350000,5500
2025-11-19,G社,yahoo,【DSP】リターゲ,2029,254,7,0,350000,5500
2025-11-19,G社,meta,【Instagram】リマケ,6572,3937,49,1,280000,5500
2025-11-19,G社,meta,【Facebook】新規,3929,2439,24,0,280000,5500
2025-11-19,G社,meta,初売り企画,1259,787,10,1,280000,5500
2025-11-19,G社,tiktok,UGC風業態訴求,3942,3897,26,1,120000,5500
2025-11-19,G社,tiktok,季節訴求,1224,1046,9,0,120000,5500
2025-11-19,H社,google,【PMAX】メイン,8229,1469,57,1,700000,9000
2025-11-19,H社,google,【SEM】ブランド,4068,735,31,1,700000,9000
2025-11-19,H社,google,【SEM】車種,3722,723,37,0,700000,9000
2025-11-19,H社,google,【DSP】リターゲ,3004,556,25,0,700000,9000
2025-11-19,H社,google,【動画】月替わり,2246,435,16,0,700000,9000
2025-11-19,H社,yahoo,【検索】ブランド,1327,157,4,0,200000,9000
2025-11-19,H社,yahoo,【検索】車種,2000,263,6,0,200000,9000
2025-11-19,H社,yahoo,【検索】未使用車,1595,189,5,0,200000,9000
2025-11-19,H社,yahoo,【DSP】リターゲ,1044,128,3,0,200000,9000
2025-11-19,H社,meta,【Instagram】リマケ,2991,1683,21,1,180000,9000
2025-11-19,H社,meta,【Facebook】新規,1985,1136,14,0,180000,9000
2025-11-19,H社,meta,初売り企画,583,360,4,0,180000,9000
2025-11-19,H社,tiktok,UGC風業態訴求,1206,1162,7,0,60000,9000
2025-11-19,H社,tiktok,季節訴求,506,422,3,1,60000,9000
2025-11-20,A社,google,【PMAX】メイン,20251,3470,172,8,1200000,5000
2025-11-20,A社,google,【SEM】ブランド,8160,1497,58,3,1200000,5000
2025-11-20,A社,google,【SEM】車種,10336,1708,79,3,1200000,5000
2025-11-20,A社,google,【DSP】リターゲ,6089,1060,50,0,1200000,5000
2025-11-20,A社,google,【動画】月替わり,5176,922,41,0,1200000,5000
2025-11-20,A社,yahoo,【検索】ブランド,3301,362,12,0,400000,5000
2025-11-20,A社,yahoo,【検索】車種,6020,662,15,0,400000,5000
2025-11-20,A社,yahoo,【検索】未使用車,4650,597,17,1,400000,5000
2025-11-20,A社,yahoo,【DSP】リターゲ,2756,305,10,0,400000,5000
2025-11-20,A社,meta,【Instagram】リマケ,7263,4332,59,0,300000,5000
2025-11-20,A社,meta,【Facebook】新規,4324,2826,29,1,300000,5000
2025-11-20,A社,meta,初売り企画,1330,817,10,0,300000,5000
2025-11-20,A社,tiktok,UGC風業態訴求,2622,2327,19,0,100000,5000
2025-11-20,A社,tiktok,季節訴求,988,869,7,0,100000,5000
2025-11-20,B社,google,【PMAX】メイン,11398,1985,95,3,800000,8000
2025-11-20,B社,google,【SEM】ブランド,5051,983,36,1,800000,8000
2025-11-20,B社,google,【SEM】車種,6221,1130,56,1,800000,8000
2025-11-20,B社,google,【DSP】リターゲ,3486,679,27,0,800000,8000
2025-11-20,B社,google,【動画】月替わり,2382,436,22,0,800000,8000
2025-11-20,B社,yahoo,【検索】ブランド,1712,212,6,0,250000,8000
2025-11-20,B社,yahoo,【検索】車種,3044,376,12,0,250000,8000
2025-11-20,B社,yahoo,【検索】未使用車,2600,322,11,0,250000,8000
2025-11-20,B社,yahoo,【DSP】リターゲ,1430,179,4,1,250000,8000
2025-11-20,B社,meta,【Instagram】リマケ,3582,2008,25,1,200000,8000
2025-11-20,B社,meta,【Facebook】新規,2097,1147,16,0,200000,8000
2025-11-20,B社,meta,初売り企画,595,370,5,0,200000,8000
2025-11-20,B社,tiktok,UGC風業態訴求,2021,1951,16,0,80000,8000
2025-11-20,B社,tiktok,季節訴求,678,634,5,0,80000,8000
2025-11-20,C社,google,【PMAX】メイン,6933,1341,66,1,600000,6000
2025-11-20,C社,google,【SEM】ブランド,3429,653,24,0,600000,6000
2025-11-20,C社,google,【SEM】車種,3453,622,29,0,600000,6000
2025-11-20,C社,google,【DSP】リターゲ,2483,407,21,0,600000,6000
2025-11-20,C社,google,【動画】月替わり,1928,379,17,0,600000,6000
2025-11-20,C社,yahoo,【検索】ブランド,1164,130,4,0,180000,6000
2025-11-20,C社,yahoo,【検索】車種,1602,185,4,0,180000,6000
2025-11-20,C社,yahoo,【検索】未使用車,1535,166,4,0,180000,6000
2025-11-20,C社,yahoo,【DSP】リターゲ,813,96,2,0,180000,6000
2025-11-20,C社,meta,【Instagram】リマケ,2669,1614,19,0,150000,6000
2025-11-20,C社,meta,【Facebook】新規,1674,1061,14,0,150000,6000
2025-11-20,C社,meta,初売り企画,452,248,3,0,150000,6000
2025-11-20,C社,tiktok,UGC風業態訴求,1238,1165,8,0,50000,6000
2025-11-20,C社,tiktok,季節訴求,340,335,2,0,50000,6000
2025-11-20,D社,google,【PMAX】メイン,30648,5064,223,15,1500000,4000
2025-11-20,D社,google,【SEM】ブランド,13921,2637,122,5,1500000,4000
2025-11-20,D社,google,【SEM】車種,16811,2856,140,5,1500000,4000
2025-11-20,D社,google,【DSP】リターゲ,11548,2230,100,2,1500000,4000
2025-11-20,D社,google,【動画】月替わり,7235,1373,65,0,1500000,4000
2025-11-20,D社,yahoo,【検索】ブランド,4281,564,16,0,500000,4000
2025-11-20,D社,yahoo,【検索】車種,8575,1025,27,1,500000,4000
2025-11-20,D社,yahoo,【検索】未使用車,8483,1117,37,0,500000,4000
2025-11-20,D社,yahoo,【DSP】リターゲ,3267,427,14,1,500000,4000
2025-11-20,D社,meta,【Instagram】リマケ,10059,6170,67,2,400000,4000
2025-11-20,D社,meta,【Facebook】新規,6775,3963,50,1,400000,4000
2025-11-20,D社,meta,初売り企画,1914,1252,17,1,400000,4000
2025-11-20,D社,tiktok,UGC風業態訴求,6377,6183,49,1,150000,4000
2025-11-20,D社,tiktok,季節訴求,1973,1912,15,0,150000,4000
2025-11-20,E社,google,【PMAX】メイン,3343,599,30,0,400000,10000
2025-11-20,E社,google,【SEM】ブランド,1516,262,11,0,400000,10000
2025-11-20,E社,google,【SEM】車種,1622,302,14,0,400000,10000
2025-11-20,E社,google,【DSP】リターゲ,1115,196,8,0,400000,10000
2025-11-20,E社,google,【動画】月替わり,815,158,7,0,400000,10000
2025-11-20,E社,yahoo,【検索】ブランド,556,72,2,0,120000,10000
2025-11-20,E社,yahoo,【検索】車種,1012,110,2,0,120000,10000
2025-11-20,E社,yahoo,【検索】未使用車,693,84,2,0,120000,10000
2025-11-20,E社,yahoo,【DSP】リターゲ,420,54,1,0,120000,10000
2025-11-20,E社,meta,【Instagram】リマケ,1190,651,9,0,100000,10000
2025-11-20,E社,meta,【Facebook】新規,684,384,3,0,100000,10000
2025-11-20,E社,meta,初売り企画,219,142,1,0,100000,10000
2025-11-20,E社,tiktok,UGC風業態訴求,507,448,3,0,30000,10000
2025-11-20,E社,tiktok,季節訴求,158,134,1,0,30000,10000
2025-11-20,F社,google,【PMAX】メイン,13918,2432,89,5,900000,7000
2025-11-20,F社,google,【SEM】ブランド,6591,1123,56,1,900000,7000
2025-11-20,F社,google,【SEM】車種,6805,1181,54,1,900000,7000
2025-11-20,F社,google,【DSP】リターゲ,4310,828,40,0,900000,7000
2025-11-20,F社,google,【動画】月替わり,3395,639,25,0,900000,7000
2025-11-20,F社,yahoo,【検索】ブランド,1954,213,7,0,300000,7000
2025-11-20,F社,yahoo,【検索】車種,3750,470,16,0,300000,7000
2025-11-20,F社,yahoo,【検索】未使用車,2917,373,11,0,300000,7000
2025-11-20,F社,yahoo,【DSP】リターゲ,1804,201,5,0,300000,7000
2025-11-20,F社,meta,【Instagram】リマケ,5181,3333,35,0,250000,7000
2025-11-20,F社,meta,【Facebook】新規,2938,1649,16,1,250000,7000
2025-11-20,F社,meta,初売り企画,834,498,6,0,250000,7000
2025-11-20,F社,tiktok,UGC風業態訴求,2122,1922,15,0,80000,7000
2025-11-20,F社,tiktok,季節訴求,787,684,4,0,80000,7000
2025-11-20,G社,google,【PMAX】メイン,18455,3315,139,9,1100000,5500
2025-11-20,G社,google,【SEM】ブランド,8068,1435,58,2,1100000,5500
2025-11-20,G社,google,【SEM】車種,8553,1526,64,2,1100000,5500
2025-11-20,G社,google,【DSP】リターゲ,5789,1111,55,0,1100000,5500
2025-11-20,G社,google,【動画】月替わり,4186,734,32,0,1100000,5500
2025-11-20,G社,yahoo,【検索】ブランド,3451,424,10,0,350000,5500
2025-11-20,G社,yahoo,【検索】車種,5202,629,21,1,350000,5500
2025-11-20,G社,yahoo,【検索】未使用車,4974,613,17,1,350000,5500
2025-11-20,G社,yahoo,【DSP】リターゲ,2326,274,8,0,350000,5500
2025-11-20,G社,meta,【Instagram】リマケ,6503,4179,42,1,280000,5500
2025-11-20,G社,meta,【Facebook】新規,4868,3001,36,1,280000,5500
2025-11-20,G社,meta,初売り企画,1377,829,11,0,280000,5500
2025-11-20,G社,tiktok,UGC風業態訴求,4233,3607,32,0,120000,5500
2025-11-20,G社,tiktok,季節訴求,1333,1286,9,0,120000,5500
2025-11-20,H社,google,【PMAX】メイン,7594,1262,49,3,700000,9000
2025-11-20,H社,google,【SEM】ブランド,3686,658,25,0,700000,9000
2025-11-20,H社,google,【SEM】車種,4323,843,41,0,700000,9000
2025-11-20,H社,google,【DSP】リターゲ,2991,561,23,0,700000,9000
2025-11-20,H社,google,【動画】月替わり,2473,476,24,0,700000,9000
2025-11-20,H社,yahoo,【検索】ブランド,1349,167,5,0,200000,9000
2025-11-20,H社,yahoo,【検索】車種,2217,260,9,0,200000,9000
2025-11-20,H社,yahoo,【検索】未使用車,2028,223,7,0,200000,9000
2025-11-20,H社,yahoo,【DSP】リターゲ,921,114,4,0,200000,9000
2025-11-20,H社,meta,【Instagram】リマケ,2947,1799,21,1,180000,9000
2025-11-20,H社,meta,【Facebook】新規,2251,1219,12,0,180000,9000
2025-11-20,H社,meta,初売り企画,597,342,4,0,180000,9000
2025-11-20,H社,tiktok,UGC風業態訴求,1585,1364,9,0,60000,9000
2025-11-20,H社,tiktok,季節訴求,495,470,3,0,60000,9000
2025-11-21,A社,google,【PMAX】メイン,17905,2928,138,7,1200000,5000
2025-11-21,A社,google,【SEM】ブランド,8351,1433,60,2,1200000,5000
2025-11-21,A社,google,【SEM】車種,10382,1755,71,3,1200000,5000
2025-11-21,A社,google,【DSP】リターゲ,7605,1469,72,1,1200000,5000
2025-11-21,A社,google,【動画】月替わり,5026,947,39,0,1200000,5000
2025-11-21,A社,yahoo,【検索】ブランド,3130,343,9,0,400000,5000
2025-11-21,A社,yahoo,【検索】車種,6414,816,22,1,400000,5000
2025-11-21,A社,yahoo,【検索】未使用車,4959,583,20,1,400000,5000
2025-11-21,A社,yahoo,【DSP】リターゲ,2538,293,10,1,400000,5000
2025-11-21,A社,meta,【Instagram】リマケ,7282,4337,58,1,300000,5000
2025-11-21,A社,meta,【Facebook】新規,4624,2522,33,1,300000,5000
2025-11-21,A社,meta,初売り企画,1152,631,7,0,300000,5000
2025-11-21,A社,tiktok,UGC風業態訴求,3086,2620,23,1,100000,5000
2025-11-21,A社,tiktok,季節訴求,888,803,7,0,100000,5000
2025-11-21,B社,google,【PMAX】メイン,11630,2150,90,4,800000,8000
2025-11-21,B社,google,【SEM】ブランド,4426,811,35,0,800000,8000
2025-11-21,B社,google,【SEM】車種,5841,1047,43,0,800000,8000
2025-11-21,B社,google,【DSP】リターゲ,3285,641,26,0,800000,8000
2025-11-21,B社,google,【動画】月替わり,2905,558,24,0,800000,8000
2025-11-21,B社,yahoo,【検索】ブランド,1691,198,5,0,250000,8000
2025-11-21,B社,yahoo,【検索】車種,3169,354,11,0,250000,8000
2025-11-21,B社,yahoo,【検索】未使用車,2717,354,11,0,250000,8000
2025-11-21,B社,yahoo,【DSP】リターゲ,1228,154,4,1,250000,8000
2025-11-21,B社,meta,【Instagram】リマケ,3509,2233,29,0,200000,8000
2025-11-21,B社,meta,【Facebook】新規,2201,1309,13,0,200000,8000
2025-11-21,B社,meta,初売り企画,678,424,5,0,200000,8000
2025-11-21,B社,tiktok,UGC風業態訴求,1954,1881,13,0,80000,8000
2025-11-21,B社,tiktok,季節訴求,763,748,5,0,80000,8000
2025-11-21,C社,google,【PMAX】メイン,5761,1052,56,2,600000,6000
2025-11-21,C社,google,【SEM】ブランド,3159,602,29,0,600000,6000
2025-11-21,C社,google,【SEM】車種,3194,625,27,0,600000,6000
2025-11-21,C社,google,【DSP】リターゲ,2698,515,27,0,600000,6000
2025-11-21,C社,google,【動画】月替わり,1897,347,12,0,600000,6000
2025-11-21,C社,yahoo,【検索】ブランド,1064,121,3,0,180000,6000
2025-11-21,C社,yahoo,【検索】車種,1587,189,6,0,180000,6000
2025-11-21,C社,yahoo,【検索】未使用車,1649,213,6,0,180000,6000
2025-11-21,C社,yahoo,【DSP】リターゲ,685,82,2,0,180000,6000
2025-11-21,C社,meta,【Instagram】リマケ,2214,1405,17,1,150000,6000
2025-11-21,C社,meta,【Facebook】新規,1699,927,12,0,150000,6000
2025-11-21,C社,meta,初売り企画,449,294,3,0,150000,6000
2025-11-21,C社,tiktok,UGC風業態訴求,1206,1071,7,0,50000,6000
2025-11-21,C社,tiktok,季節訴求,359,343,2,0,50000,6000
2025-11-21,D社,google,【PMAX】メイン,31853,5558,213,17,1500000,4000
2025-11-21,D社,google,【SEM】ブランド,11731,2068,77,4,1500000,4000
2025-11-21,D社,google,【SEM】車種,13178,2387,125,4,1500000,4000
2025-11-21,D社,google,【DSP】リターゲ,9379,1590,80,2,1500000,4000
2025-11-21,D社,google,【動画】月替わり,6865,1347,50,0,1500000,4000
2025-11-21,D社,yahoo,【検索】ブランド,5110,582,19,1,500000,4000
2025-11-21,D社,yahoo,【検索】車種,8239,987,33,0,500000,4000
2025-11-21,D社,yahoo,【検索】未使用車,7956,1049,28,1,500000,4000
2025-11-21,D社,yahoo,【DSP】リターゲ,3475,401,11,0,500000,4000
2025-11-21,D社,meta,【Instagram】リマケ,12085,6640,77,1,400000,4000
2025-11-21,D社,meta,【Facebook】新規,6251,3757,43,1,400000,4000
2025-11-21,D社,meta,初売り企画,2263,1366,17,0,400000,4000
2025-11-21,D社,tiktok,UGC風業態訴求,5199,4884,35,0,150000,4000
2025-11-21,D社,tiktok,季節訴求,1961,1652,13,1,150000,4000
2025-11-21,E社,google,【PMAX】メイン,3462,573,28,0,400000,10000
2025-11-21,E社,google,【SEM】ブランド,1666,321,15,0,400000,10000
2025-11-21,E社,google,【SEM】車種,1895,329,14,0,400000,10000
2025-11-21,E社,google,【DSP】リターゲ,1389,251,13,0,400000,10000
2025-11-21,E社,google,【動画】月替わり,965,175,8,0,400000,10000
2025-11-21,E社,yahoo,【検索】ブランド,557,68,1,0,120000,10000
2025-11-21,E社,yahoo,【検索】車種,849,93,2,1,120000,10000
2025-11-21,E社,yahoo,【検索】未使用車,719,94,3,0,120000,10000
2025-11-21,E社,yahoo,【DSP】リターゲ,348,41,1,0,120000,10000
2025-11-21,E社,meta,【Instagram】リマケ,1223,787,9,0,100000,10000
2025-11-21,E社,meta,【Facebook】新規,872,511,5,0,100000,10000
2025-11-21,E社,meta,初売り企画,232,144,1,0,100000,10000
2025-11-21,E社,tiktok,UGC風業態訴求,489,441,3,0,30000,10000
2025-11-21,E社,tiktok,季節訴求,146,138,0,0,30000,10000
2025-11-21,F社,google,【PMAX】メイン,11404,1896,72,5,900000,7000
2025-11-21,F社,google,【SEM】ブランド,6386,1221,58,1,900000,7000
2025-11-21,F社,google,【SEM】車種,7047,1253,55,0,900000,7000
2025-11-21,F社,google,【DSP】リターゲ,4260,727,27,0,900000,7000
2025-11-21,F社,google,【動画】月替わり,3488,689,34,0,900000,7000
2025-11-21,F社,yahoo,【検索】ブランド,2243,264,9,0,300000,7000
2025-11-21,F社,yahoo,【検索】車種,3856,435,13,0,300000,7000
2025-11-21,F社,yahoo,【検索】未使用車,3024,339,11,0,300000,7000
2025-11-21,F社,yahoo,【DSP】リターゲ,1612,189,6,0,300000,7000
2025-11-21,F社,meta,【Instagram】リマケ,5408,3547,40,0,250000,7000
2025-11-21,F社,meta,【Facebook】新規,3575,1969,20,1,250000,7000
2025-11-21,F社,meta,初売り企画,826,452,4,1,250000,7000
2025-11-21,F社,tiktok,UGC風業態訴求,2198,1881,16,1,80000,7000
2025-11-21,F社,tiktok,季節訴求,790,732,6,0,80000,7000
2025-11-21,G社,google,【PMAX】メイン,17196,3174,129,5,1100000,5500
2025-11-21,G社,google,【SEM】ブランド,8095,1448,58,3,1100000,5500
2025-11-21,G社,google,【SEM】車種,8570,1631,61,3,1100000,5500
2025-11-21,G社,google,【DSP】リターゲ,5988,993,46,1,1100000,5500
2025-11-21,G社,google,【動画】月替わり,5014,947,50,0,1100000,5500
2025-11-21,G社,yahoo,【検索】ブランド,3177,394,12,0,350000,5500
2025-11-21,G社,yahoo,【検索】車種,4961,558,17,0,350000,5500
2025-11-21,G社,yahoo,【検索】未使用車,5302,672,19,1,350000,5500
2025-11-21,G社,yahoo,【DSP】リターゲ,2511,280,7,0,350000,5500
2025-11-21,G社,meta,【Instagram】リマケ,5790,3177,39,0,280000,5500
2025-11-21,G社,meta,【Facebook】新規,4517,2551,27,1,280000,5500
2025-11-21,G社,meta,初売り企画,1142,740,9,1,280000,5500
2025-11-21,G社,tiktok,UGC風業態訴求,4493,4346,33,0,120000,5500
2025-11-21,G社,tiktok,季節訴求,1309,1253,8,0,120000,5500
2025-11-21,H社,google,【PMAX】メイン,9319,1621,84,3,700000,9000
2025-11-21,H社,google,【SEM】ブランド,3888,638,33,0,700000,9000
2025-11-21,H社,google,【SEM】車種,4418,872,45,0,700000,9000
2025-11-21,H社,google,【DSP】リターゲ,2820,532,25,0,700000,9000
2025-11-21,H社,google,【動画】月替わり,2393,401,16,0,700000,9000
2025-11-21,H社,yahoo,【検索】ブランド,1420,174,5,0,200000,9000
2025-11-21,H社,yahoo,【検索】車種,2202,246,7,0,200000,9000
2025-11-21,H社,yahoo,【検索】未使用車,1814,206,7,0,200000,9000
2025-11-21,H社,yahoo,【DSP】リターゲ,962,116,2,0,200000,9000
2025-11-21,H社,meta,【Instagram】リマケ,3238,1861,25,1,180000,9000
2025-11-21,H社,meta,【Facebook】新規,2100,1180,12,0,180000,9000
2025-11-21,H社,meta,初売り企画,599,360,5,0,180000,9000
2025-11-21,H社,tiktok,UGC風業態訴求,1535,1267,10,0,60000,9000
2025-11-21,H社,tiktok,季節訴求,410,381,3,0,60000,9000
2025-11-22,A社,google,【PMAX】メイン,16624,2969,106,7,1200000,5000
2025-11-22,A社,google,【SEM】ブランド,7022,1320,54,2,1200000,5000
2025-11-22,A社,google,【SEM】車種,8643,1660,72,2,1200000,5000
2025-11-22,A社,google,【DSP】リターゲ,5387,903,40,0,1200000,5000
2025-11-22,A社,google,【動画】月替わり,4651,811,32,0,1200000,5000
2025-11-22,A社,yahoo,【検索】ブランド,2982,337,9,0,400000,5000
2025-11-22,A社,yahoo,【検索】車種,5238,599,17,1,400000,5000
2025-11-22,A社,yahoo,【検索】未使用車,4671,505,16,1,400000,5000
2025-11-22,A社,yahoo,【DSP】リターゲ,2294,279,7,0,400000,5000
2025-11-22,A社,meta,【Instagram】リマケ,5778,3771,45,1,300000,5000
2025-11-22,A社,meta,【Facebook】新規,4041,2452,34,0,300000,5000
2025-11-22,A社,meta,初売り企画,1170,743,8,0,300000,5000
2025-11-22,A社,tiktok,UGC風業態訴求,2550,2281,16,0,100000,5000
2025-11-22,A社,tiktok,季節訴求,937,886,7,0,100000,5000
2025-11-22,B社,google,【PMAX】メイン,7528,1405,72,2,800000,8000
2025-11-22,B社,google,【SEM】ブランド,4310,805,37,1,800000,8000
2025-11-22,B社,google,【SEM】車種,4830,806,31,1,800000,8000
2025-11-22,B社,google,【DSP】リターゲ,3559,592,27,0,800000,8000
2025-11-22,B社,google,【動画】月替わり,2510,442,19,0,800000,8000
2025-11-22,B社,yahoo,【検索】ブランド,1617,184,6,0,250000,8000
2025-11-22,B社,yahoo,【検索】車種,2572,280,9,0,250000,8000
2025-11-22,B社,yahoo,【検索】未使用車,2300,276,9,1,250000,8000
2025-11-22,B社,yahoo,【DSP】リターゲ,1142,146,3,0,250000,8000
2025-11-22,B社,meta,【Instagram】リマケ,3339,1938,25,0,200000,8000
2025-11-22,B社,meta,【Facebook】新規,2122,1364,13,0,200000,8000
2025-11-22,B社,meta,初売り企画,560,347,4,0,200000,8000
2025-11-22,B社,tiktok,UGC風業態訴求,1744,1726,16,1,80000,8000
2025-11-22,B社,tiktok,季節訴求,491,428,3,0,80000,8000
2025-11-22,C社,google,【PMAX】メイン,5406,950,47,1,600000,6000
2025-11-22,C社,google,【SEM】ブランド,2785,523,26,0,600000,6000
2025-11-22,C社,google,【SEM】車種,3155,547,28,0,600000,6000
2025-11-22,C社,google,【DSP】リターゲ,1870,321,17,0,600000,6000
2025-11-22,C社,google,【動画】月替わり,1391,274,13,0,600000,6000
2025-11-22,C社,yahoo,【検索】ブランド,908,106,3,0,180000,6000
2025-11-22,C社,yahoo,【検索】車種,1501,179,4,0,180000,6000
2025-11-22,C社,yahoo,【検索】未使用車,1499,196,6,0,180000,6000
2025-11-22,C社,yahoo,【DSP】リターゲ,588,74,2,0,180000,6000
2025-11-22,C社,meta,【Instagram】リマケ,2109,1348,19,1,150000,6000
2025-11-22,C社,meta,【Facebook】新規,1463,847,10,1,150000,6000
2025-11-22,C社,meta,初売り企画,410,251,3,0,150000,6000
2025-11-22,C社,tiktok,UGC風業態訴求,916,815,7,0,50000,6000
2025-11-22,C社,tiktok,季節訴求,276,265,2,0,50000,6000
2025-11-22,D社,google,【PMAX】メイン,23185,3903,201,10,1500000,4000
2025-11-22,D社,google,【SEM】ブランド,10561,1935,87,4,1500000,4000
2025-11-22,D社,google,【SEM】車種,12158,2129,99,4,1500000,4000
2025-11-22,D社,google,【DSP】リターゲ,8599,1522,55,2,1500000,4000
2025-11-22,D社,google,【動画】月替わり,6893,1188,60,0,1500000,4000
2025-11-22,D社,yahoo,【検索】ブランド,3999,527,16,0,500000,4000
2025-11-22,D社,yahoo,【検索】車種,8094,932,30,1,500000,4000
2025-11-22,D社,yahoo,【検索】未使用車,6500,801,21,1,500000,4000
2025-11-22,D社,yahoo,【DSP】リターゲ,2874,346,9,0,500000,4000
2025-11-22,D社,meta,【Instagram】リマケ,9462,5716,60,1,400000,4000
2025-11-22,D社,meta,【Facebook】新規,6135,3533,42,1,400000,4000
2025-11-22,D社,meta,初売り企画,1586,1025,11,1,400000,4000
2025-11-22,D社,tiktok,UGC風業態訴求,4905,4343,36,0,150000,4000
2025-11-22,D社,tiktok,季節訴求,1576,1558,10,0,150000,4000
2025-11-22,E社,google,【PMAX】メイン,2880,545,27,0,400000,10000
2025-11-22,E社,google,【SEM】ブランド,1277,216,11,0,400000,10000
2025-11-22,E社,google,【SEM】車種,1583,298,15,0,400000,10000
2025-11-22,E社,google,【DSP】リターゲ,930,180,7,0,400000,10000
2025-11-22,E社,google,【動画】月替わり,735,133,5,0,400000,10000
2025-11-22,E社,yahoo,【検索】ブランド,409,50,1,1,120000,10000
2025-11-22,E社,yahoo,【検索】車種,897,112,3,0,120000,10000
2025-11-22,E社,yahoo,【検索】未使用車,610,78,2,0,120000,10000
2025-11-22,E社,yahoo,【DSP】リターゲ,340,42,1,0,120000,10000
2025-11-22,E社,meta,【Instagram】リマケ,888,511,5,0,100000,10000
2025-11-22,E社,meta,【Facebook】新規,559,312,3,0,100000,10000
2025-11-22,E社,meta,初売り企画,210,127,1,0,100000,10000
2025-11-22,E社,tiktok,UGC風業態訴求,420,376,3,0,30000,10000
2025-11-22,E社,tiktok,季節訴求,161,156,1,0,30000,10000
2025-11-22,F社,google,【PMAX】メイン,10227,1834,86,2,900000,7000
2025-11-22,F社,google,【SEM】ブランド,4813,846,41,1,900000,7000
2025-11-22,F社,google,【SEM】車種,6077,1193,64,1,900000,7000
2025-11-22,F社,google,【DSP】リターゲ,4589,904,32,0,900000,7000
2025-11-22,F社,google,【動画】月替わり,2491,459,17,0,900000,7000
2025-11-22,F社,yahoo,【検索】ブランド,1824,211,7,0,300000,7000
2025-11-22,F社,yahoo,【検索】車種,2999,344,10,0,300000,7000
2025-11-22,F社,yahoo,【検索】未使用車,2890,380,11,0,300000,7000
2025-11-22,F社,yahoo,【DSP】リターゲ,1452,158,4,0,300000,7000
2025-11-22,F社,meta,【Instagram】リマケ,3934,2152,25,0,250000,7000
2025-11-22,F社,meta,【Facebook】新規,2722,1677,18,1,250000,7000
2025-11-22,F社,meta,初売り企画,800,435,4,0,250000,7000
2025-11-22,F社,tiktok,UGC風業態訴求,1992,1941,15,0,80000,7000
2025-11-22,F社,tiktok,季節訴求,550,476,3,0,80000,7000
2025-11-22,G社,google,【PMAX】メイン,17212,2869,134,7,1100000,5500
2025-11-22,G社,google,【SEM】ブランド,7263,1197,62,3,1100000,5500
2025-11-22,G社,google,【SEM】車種,7861,1339,53,1,1100000,5500
2025-11-22,G社,google,【DSP】リターゲ,6235,1032,46,0,1100000,5500
2025-11-22,G社,google,【動画】月替わり,3755,719,34,0,1100000,5500
2025-11-22,G社,yahoo,【検索】ブランド,3005,394,14,1,350000,5500
2025-11-22,G社,yahoo,【検索】車種,4066,451,16,0,350000,5500
2025-11-22,G社,yahoo,【検索】未使用車,4332,498,13,1,350000,5500
2025-11-22,G社,yahoo,【DSP】リターゲ,1990,252,8,0,350000,5500
2025-11-22,G社,meta,【Instagram】リマケ,4988,2930,30,0,280000,5500
2025-11-22,G社,meta,【Facebook】新規,3496,2058,21,1,280000,5500
